Date,Ticker,Group,Name,VRP,IV_Type
2022-02-24,EEM,Equity,Emerging Mkt,0.11699679818535014,GARCH
2022-02-25,EEM,Equity,Emerging Mkt,0.07737001158269537,GARCH
2022-02-28,EEM,Equity,Emerging Mkt,0.08094039135357343,GARCH
2022-03-01,EEM,Equity,Emerging Mkt,0.0748222305307498,GARCH
2022-03-02,EEM,Equity,Emerging Mkt,0.0643484733803417,GARCH
2022-03-03,EEM,Equity,Emerging Mkt,0.13667073780296796,GARCH
2022-03-04,EEM,Equity,Emerging Mkt,0.061534862197963676,GARCH
2022-03-07,EEM,Equity,Emerging Mkt,-0.017555304414977855,GARCH
2022-03-08,EEM,Equity,Emerging Mkt,0.1269490941580896,GARCH
2022-03-09,EEM,Equity,Emerging Mkt,0.1741119168720781,GARCH
2022-03-10,EEM,Equity,Emerging Mkt,0.2674330589885039,GARCH
2022-03-11,EEM,Equity,Emerging Mkt,0.35529816152136734,GARCH
2022-03-14,EEM,Equity,Emerging Mkt,0.44265317222751155,GARCH
2022-03-15,EEM,Equity,Emerging Mkt,0.5440658819180973,GARCH
2022-03-16,EEM,Equity,Emerging Mkt,0.27362562440690474,GARCH
2022-03-17,EEM,Equity,Emerging Mkt,0.7705487975728001,GARCH
2022-03-18,EEM,Equity,Emerging Mkt,1.105239247577594,GARCH
2022-03-21,EEM,Equity,Emerging Mkt,1.2466894034169729,GARCH
2022-03-22,EEM,Equity,Emerging Mkt,1.2846907101484812,GARCH
2022-03-23,EEM,Equity,Emerging Mkt,1.2535302512004953,GARCH
2022-03-24,EEM,Equity,Emerging Mkt,1.147312973601496,GARCH
2022-03-25,EEM,Equity,Emerging Mkt,0.9461379097168814,GARCH
2022-03-28,EEM,Equity,Emerging Mkt,0.719091099050655,GARCH
2022-03-29,EEM,Equity,Emerging Mkt,0.40989846316802014,GARCH
2022-03-30,EEM,Equity,Emerging Mkt,0.08458001337540243,GARCH
2022-03-31,EEM,Equity,Emerging Mkt,-0.28000103532244525,GARCH
2022-04-01,EEM,Equity,Emerging Mkt,-0.6581028906379175,GARCH
2022-04-04,EEM,Equity,Emerging Mkt,-1.0553150291858058,GARCH
2022-04-05,EEM,Equity,Emerging Mkt,-1.4306401526804795,GARCH
2022-04-06,EEM,Equity,Emerging Mkt,-1.685957884981473,GARCH
2022-04-07,EEM,Equity,Emerging Mkt,-2.1450822653457142,GARCH
2022-04-08,EEM,Equity,Emerging Mkt,-2.4847737732124786,GARCH
2022-04-11,EEM,Equity,Emerging Mkt,-2.881778058982266,GARCH
2022-04-12,EEM,Equity,Emerging Mkt,-3.228975529056511,GARCH
2022-04-13,EEM,Equity,Emerging Mkt,-3.564035339315614,GARCH
2022-04-14,EEM,Equity,Emerging Mkt,-3.9351992975765455,GARCH
2022-04-18,EEM,Equity,Emerging Mkt,-3.621351974261713,GARCH
2022-04-19,EEM,Equity,Emerging Mkt,-4.125620827217945,GARCH
2022-04-20,EEM,Equity,Emerging Mkt,-4.447525081162876,GARCH
2022-04-21,EEM,Equity,Emerging Mkt,-4.635722308499985,GARCH
2022-04-22,EEM,Equity,Emerging Mkt,-4.654051278303646,GARCH
2022-04-25,EEM,Equity,Emerging Mkt,-4.607551267810372,GARCH
2022-04-26,EEM,Equity,Emerging Mkt,-4.506073713927862,GARCH
2022-04-27,EEM,Equity,Emerging Mkt,-4.271976694795726,GARCH
2022-04-28,EEM,Equity,Emerging Mkt,-4.019195622293477,GARCH
2022-04-29,EEM,Equity,Emerging Mkt,-3.6947181881393614,GARCH
2022-05-02,EEM,Equity,Emerging Mkt,-3.3934186923247025,GARCH
2022-05-03,EEM,Equity,Emerging Mkt,-3.0560160816624977,GARCH
2022-05-04,EEM,Equity,Emerging Mkt,-2.7044761627142786,GARCH
2022-05-05,EEM,Equity,Emerging Mkt,-2.4045728917512412,GARCH
2022-05-06,EEM,Equity,Emerging Mkt,-1.9108831378484723,GARCH
2022-05-09,EEM,Equity,Emerging Mkt,-1.5559745223380672,GARCH
2022-05-10,EEM,Equity,Emerging Mkt,-1.102411872669979,GARCH
2022-05-11,EEM,Equity,Emerging Mkt,-0.7241558998024994,GARCH
2022-05-12,EEM,Equity,Emerging Mkt,-0.3606278460108849,GARCH
2022-05-13,EEM,Equity,Emerging Mkt,-0.09185881375448787,GARCH
2022-05-16,EEM,Equity,Emerging Mkt,0.25380733087273444,GARCH
2022-05-17,EEM,Equity,Emerging Mkt,0.539369637576703,GARCH
2022-05-18,EEM,Equity,Emerging Mkt,0.5195963878091027,GARCH
2022-05-19,EEM,Equity,Emerging Mkt,0.5488348592530773,GARCH
2022-05-20,EEM,Equity,Emerging Mkt,0.5626592157089844,GARCH
2022-05-23,EEM,Equity,Emerging Mkt,0.5609681225778702,GARCH
2022-05-24,EEM,Equity,Emerging Mkt,0.45663542566872667,GARCH
2022-05-25,EEM,Equity,Emerging Mkt,0.37522369374514647,GARCH
2022-05-26,EEM,Equity,Emerging Mkt,0.3075932539530024,GARCH
2022-05-27,EEM,Equity,Emerging Mkt,0.1899686380454212,GARCH
2022-05-31,EEM,Equity,Emerging Mkt,0.08008788347938213,GARCH
2022-06-01,EEM,Equity,Emerging Mkt,-0.049391722542039475,GARCH
2022-06-02,EEM,Equity,Emerging Mkt,-0.18872648032675443,GARCH
2022-06-03,EEM,Equity,Emerging Mkt,-0.31174619810191584,GARCH
2022-06-06,EEM,Equity,Emerging Mkt,-0.4133472780004816,GARCH
2022-06-07,EEM,Equity,Emerging Mkt,-0.409810229284803,GARCH
2022-06-08,EEM,Equity,Emerging Mkt,-0.6230322334370871,GARCH
2022-06-09,EEM,Equity,Emerging Mkt,-0.780375318858143,GARCH
2022-06-10,EEM,Equity,Emerging Mkt,-0.9557669273505986,GARCH
2022-06-13,EEM,Equity,Emerging Mkt,-1.1425994179552403,GARCH
2022-06-14,EEM,Equity,Emerging Mkt,-1.1397733491170188,GARCH
2022-06-15,EEM,Equity,Emerging Mkt,-1.065716856930718,GARCH
2022-06-16,EEM,Equity,Emerging Mkt,-1.1454220593556248,GARCH
2022-06-17,EEM,Equity,Emerging Mkt,-1.0296690052549478,GARCH
2022-06-21,EEM,Equity,Emerging Mkt,-0.9708332759841974,GARCH
2022-06-22,EEM,Equity,Emerging Mkt,-0.9628926390487751,GARCH
2022-06-23,EEM,Equity,Emerging Mkt,-0.9333994701284805,GARCH
2022-06-24,EEM,Equity,Emerging Mkt,-0.9452598996818868,GARCH
2022-06-27,EEM,Equity,Emerging Mkt,-0.8592058690421398,GARCH
2022-06-28,EEM,Equity,Emerging Mkt,-0.8335843196800419,GARCH
2022-06-29,EEM,Equity,Emerging Mkt,-0.8060470487534802,GARCH
2022-06-30,EEM,Equity,Emerging Mkt,-0.8036046436453802,GARCH
2022-07-01,EEM,Equity,Emerging Mkt,-0.802347596155888,GARCH
2022-07-05,EEM,Equity,Emerging Mkt,-0.8127741260790701,GARCH
2022-07-06,EEM,Equity,Emerging Mkt,-0.7842725020903364,GARCH
2022-07-07,EEM,Equity,Emerging Mkt,-0.7777582955091397,GARCH
2022-07-08,EEM,Equity,Emerging Mkt,-0.7492080055405157,GARCH
2022-07-11,EEM,Equity,Emerging Mkt,-0.8277040115415463,GARCH
2022-07-12,EEM,Equity,Emerging Mkt,-0.7991562011041673,GARCH
2022-07-13,EEM,Equity,Emerging Mkt,-0.771652999623901,GARCH
2022-07-14,EEM,Equity,Emerging Mkt,-0.8338576244774959,GARCH
2022-07-15,EEM,Equity,Emerging Mkt,-0.7679453601914457,GARCH
2022-07-18,EEM,Equity,Emerging Mkt,-0.8657736919004806,GARCH
2022-07-19,EEM,Equity,Emerging Mkt,-0.9778281507516343,GARCH
2022-07-20,EEM,Equity,Emerging Mkt,-0.9414770296721298,GARCH
2022-07-21,EEM,Equity,Emerging Mkt,-1.055041732893568,GARCH
2022-07-22,EEM,Equity,Emerging Mkt,-1.1141858520355192,GARCH
2022-07-25,EEM,Equity,Emerging Mkt,-1.1352817359032945,GARCH
2022-07-26,EEM,Equity,Emerging Mkt,-1.1747356126484567,GARCH
2022-07-27,EEM,Equity,Emerging Mkt,-1.1329181782729538,GARCH
2022-07-28,EEM,Equity,Emerging Mkt,-1.109805656329227,GARCH
2022-07-29,EEM,Equity,Emerging Mkt,-1.0556047593203337,GARCH
2022-08-01,EEM,Equity,Emerging Mkt,-0.9964984641821313,GARCH
2022-08-02,EEM,Equity,Emerging Mkt,-0.9158896678984273,GARCH
2022-08-03,EEM,Equity,Emerging Mkt,-0.8311996106246081,GARCH
2022-08-04,EEM,Equity,Emerging Mkt,-0.7334798061006665,GARCH
2022-08-05,EEM,Equity,Emerging Mkt,-0.6425494108340715,GARCH
2022-08-08,EEM,Equity,Emerging Mkt,-0.5230796689068545,GARCH
2022-08-09,EEM,Equity,Emerging Mkt,-0.4526569553028643,GARCH
2022-08-10,EEM,Equity,Emerging Mkt,-0.2958516800237218,GARCH
2022-08-11,EEM,Equity,Emerging Mkt,-0.21597467342083276,GARCH
2022-08-12,EEM,Equity,Emerging Mkt,-0.14519056613848766,GARCH
2022-08-15,EEM,Equity,Emerging Mkt,-0.03798260508874571,GARCH
2022-08-16,EEM,Equity,Emerging Mkt,0.011927592351941999,GARCH
2022-08-17,EEM,Equity,Emerging Mkt,0.06729897317124207,GARCH
2022-08-18,EEM,Equity,Emerging Mkt,0.1490899846233027,GARCH
2022-08-19,EEM,Equity,Emerging Mkt,0.15243651175036838,GARCH
2022-08-22,EEM,Equity,Emerging Mkt,0.20430353422703965,GARCH
2022-08-23,EEM,Equity,Emerging Mkt,0.2541530512120305,GARCH
2022-08-24,EEM,Equity,Emerging Mkt,0.28180683794989025,GARCH
2022-08-25,EEM,Equity,Emerging Mkt,0.29783199703670826,GARCH
2022-08-26,EEM,Equity,Emerging Mkt,0.3683279734008426,GARCH
2022-08-29,EEM,Equity,Emerging Mkt,0.42154602456278983,GARCH
2022-08-30,EEM,Equity,Emerging Mkt,0.47072232784712514,GARCH
2022-08-31,EEM,Equity,Emerging Mkt,0.5419866585487466,GARCH
2022-09-01,EEM,Equity,Emerging Mkt,0.5956195333537861,GARCH
2022-09-02,EEM,Equity,Emerging Mkt,0.6529927266726163,GARCH
2022-09-06,EEM,Equity,Emerging Mkt,0.7078685353072937,GARCH
2022-09-07,EEM,Equity,Emerging Mkt,0.7694740552867289,GARCH
2022-09-08,EEM,Equity,Emerging Mkt,0.8131254454457427,GARCH
2022-09-09,EEM,Equity,Emerging Mkt,0.8452874829474597,GARCH
2022-09-12,EEM,Equity,Emerging Mkt,0.864251478181721,GARCH
2022-09-13,EEM,Equity,Emerging Mkt,0.8316321440233381,GARCH
2022-09-14,EEM,Equity,Emerging Mkt,0.9430330434409714,GARCH
2022-09-15,EEM,Equity,Emerging Mkt,0.9995830990423935,GARCH
2022-09-16,EEM,Equity,Emerging Mkt,1.0381726844355468,GARCH
2022-09-19,EEM,Equity,Emerging Mkt,1.0649656353849775,GARCH
2022-09-20,EEM,Equity,Emerging Mkt,1.055436498943622,GARCH
2022-09-21,EEM,Equity,Emerging Mkt,1.031954984283623,GARCH
2022-09-22,EEM,Equity,Emerging Mkt,1.0087869026835,GARCH
2022-09-23,EEM,Equity,Emerging Mkt,0.9282147985907174,GARCH
2022-09-26,EEM,Equity,Emerging Mkt,0.9192891188408365,GARCH
2022-09-27,EEM,Equity,Emerging Mkt,0.9532134945179325,GARCH
2022-09-28,EEM,Equity,Emerging Mkt,0.9012866442539255,GARCH
2022-09-29,EEM,Equity,Emerging Mkt,0.7932222867011535,GARCH
2022-09-30,EEM,Equity,Emerging Mkt,0.7660355271452394,GARCH
2022-10-03,EEM,Equity,Emerging Mkt,0.688167892854667,GARCH
2022-10-04,EEM,Equity,Emerging Mkt,0.5873217581805766,GARCH
2022-10-05,EEM,Equity,Emerging Mkt,0.6133260852636816,GARCH
2022-10-06,EEM,Equity,Emerging Mkt,0.5998492528037944,GARCH
2022-10-07,EEM,Equity,Emerging Mkt,0.5283624836872631,GARCH
2022-10-10,EEM,Equity,Emerging Mkt,0.48794592966916106,GARCH
2022-10-11,EEM,Equity,Emerging Mkt,0.4557022617029395,GARCH
2022-10-12,EEM,Equity,Emerging Mkt,0.42250489788193957,GARCH
2022-10-13,EEM,Equity,Emerging Mkt,0.43796899168056513,GARCH
2022-10-14,EEM,Equity,Emerging Mkt,0.28042423276842987,GARCH
2022-10-17,EEM,Equity,Emerging Mkt,0.14426102640947758,GARCH
2022-10-18,EEM,Equity,Emerging Mkt,0.1082902874441427,GARCH
2022-10-19,EEM,Equity,Emerging Mkt,0.031542905301382464,GARCH
2022-10-20,EEM,Equity,Emerging Mkt,-0.0008817735733492416,GARCH
2022-10-21,EEM,Equity,Emerging Mkt,-0.03960030818531161,GARCH
2022-10-24,EEM,Equity,Emerging Mkt,-0.1816450771631926,GARCH
2022-10-25,EEM,Equity,Emerging Mkt,-0.052970809244488666,GARCH
2022-10-26,EEM,Equity,Emerging Mkt,-0.05360121298977824,GARCH
2022-10-27,EEM,Equity,Emerging Mkt,-0.0907525959340446,GARCH
2022-10-28,EEM,Equity,Emerging Mkt,-0.14383846258221858,GARCH
2022-10-31,EEM,Equity,Emerging Mkt,-0.16754552519051455,GARCH
2022-11-01,EEM,Equity,Emerging Mkt,-0.30349889524696305,GARCH
2022-11-02,EEM,Equity,Emerging Mkt,-0.370650024149727,GARCH
2022-11-03,EEM,Equity,Emerging Mkt,-0.3647554671216628,GARCH
2022-11-04,EEM,Equity,Emerging Mkt,-0.5934385667686958,GARCH
2022-11-07,EEM,Equity,Emerging Mkt,-0.5578635478329907,GARCH
2022-11-08,EEM,Equity,Emerging Mkt,-0.5129096958242294,GARCH
2022-11-09,EEM,Equity,Emerging Mkt,-0.5436730485878943,GARCH
2022-11-10,EEM,Equity,Emerging Mkt,-0.6129291935203679,GARCH
2022-11-11,EEM,Equity,Emerging Mkt,-0.598514846236969,GARCH
2022-11-14,EEM,Equity,Emerging Mkt,-0.5672031552214436,GARCH
2022-11-15,EEM,Equity,Emerging Mkt,-0.57861640122282,GARCH
2022-11-16,EEM,Equity,Emerging Mkt,-0.53363870414049,GARCH
2022-11-17,EEM,Equity,Emerging Mkt,-0.5917889461925028,GARCH
2022-11-18,EEM,Equity,Emerging Mkt,-0.6345531727345105,GARCH
2022-11-21,EEM,Equity,Emerging Mkt,-0.7431632876031222,GARCH
2022-11-22,EEM,Equity,Emerging Mkt,-0.8259277460507477,GARCH
2022-11-23,EEM,Equity,Emerging Mkt,-0.7938623621909219,GARCH
2022-11-25,EEM,Equity,Emerging Mkt,-1.0008490198346816,GARCH
2022-11-28,EEM,Equity,Emerging Mkt,-1.153206725029232,GARCH
2022-11-29,EEM,Equity,Emerging Mkt,-1.3210859406055309,GARCH
2022-11-30,EEM,Equity,Emerging Mkt,-1.4452927982123287,GARCH
2022-12-01,EEM,Equity,Emerging Mkt,-1.4719813516951314,GARCH
2022-12-02,EEM,Equity,Emerging Mkt,-1.4711087395593183,GARCH
2022-12-05,EEM,Equity,Emerging Mkt,-1.5322747087711162,GARCH
2022-12-06,EEM,Equity,Emerging Mkt,-1.630575175567985,GARCH
2022-12-07,EEM,Equity,Emerging Mkt,-1.5536209220447255,GARCH
2022-12-08,EEM,Equity,Emerging Mkt,-1.7195407937551581,GARCH
2022-12-09,EEM,Equity,Emerging Mkt,-1.8403151718151858,GARCH
2022-12-12,EEM,Equity,Emerging Mkt,-1.9055990715468647,GARCH
2022-12-13,EEM,Equity,Emerging Mkt,-1.8719865349831837,GARCH
2022-12-14,EEM,Equity,Emerging Mkt,-1.9042701868348302,GARCH
2022-12-15,EEM,Equity,Emerging Mkt,-2.0041849454924896,GARCH
2022-12-16,EEM,Equity,Emerging Mkt,-1.9222165863548544,GARCH
2022-12-19,EEM,Equity,Emerging Mkt,-1.882917019776766,GARCH
2022-12-20,EEM,Equity,Emerging Mkt,-1.8384868191760273,GARCH
2022-12-21,EEM,Equity,Emerging Mkt,-1.7689174988885887,GARCH
2022-12-22,EEM,Equity,Emerging Mkt,-1.6488313485705377,GARCH
2022-12-23,EEM,Equity,Emerging Mkt,-1.5245986782613419,GARCH
2022-12-27,EEM,Equity,Emerging Mkt,-1.4578825757494684,GARCH
2022-12-28,EEM,Equity,Emerging Mkt,-1.3628867062599024,GARCH
2022-12-29,EEM,Equity,Emerging Mkt,-1.2519047346134664,GARCH
2022-12-30,EEM,Equity,Emerging Mkt,-1.0688489736757174,GARCH
2023-01-03,EEM,Equity,Emerging Mkt,-0.8420107773394346,GARCH
2023-01-04,EEM,Equity,Emerging Mkt,-0.7599249376792309,GARCH
2023-01-05,EEM,Equity,Emerging Mkt,-0.5510988113388531,GARCH
2023-01-06,EEM,Equity,Emerging Mkt,-0.3584057615955545,GARCH
2023-01-09,EEM,Equity,Emerging Mkt,-0.13552303768489166,GARCH
2023-01-10,EEM,Equity,Emerging Mkt,-0.004575032592178548,GARCH
2023-01-11,EEM,Equity,Emerging Mkt,0.13171507184061815,GARCH
2023-01-12,EEM,Equity,Emerging Mkt,0.24384977778986644,GARCH
2023-01-13,EEM,Equity,Emerging Mkt,0.3314251987243079,GARCH
2023-01-17,EEM,Equity,Emerging Mkt,0.35852419519477546,GARCH
2023-01-18,EEM,Equity,Emerging Mkt,0.34288648880789,GARCH
2023-01-19,EEM,Equity,Emerging Mkt,0.3854160785399266,GARCH
2023-01-20,EEM,Equity,Emerging Mkt,0.31296958941117736,GARCH
2023-01-23,EEM,Equity,Emerging Mkt,0.26672002416033275,GARCH
2023-01-24,EEM,Equity,Emerging Mkt,0.23066105501097128,GARCH
2023-01-25,EEM,Equity,Emerging Mkt,0.20311895176589284,GARCH
2023-01-26,EEM,Equity,Emerging Mkt,0.16229455426083306,GARCH
2023-01-27,EEM,Equity,Emerging Mkt,0.12219255931820655,GARCH
2023-01-30,EEM,Equity,Emerging Mkt,0.0860075426145756,GARCH
2023-01-31,EEM,Equity,Emerging Mkt,0.1058609203133684,GARCH
2023-02-01,EEM,Equity,Emerging Mkt,0.10814436888395149,GARCH
2023-02-02,EEM,Equity,Emerging Mkt,0.09002767068476045,GARCH
2023-02-03,EEM,Equity,Emerging Mkt,0.0014759339754235083,GARCH
2023-02-06,EEM,Equity,Emerging Mkt,0.04093936386739316,GARCH
2023-02-07,EEM,Equity,Emerging Mkt,-0.009467576269113204,GARCH
2023-02-08,EEM,Equity,Emerging Mkt,-0.006137957955654683,GARCH
2023-02-09,EEM,Equity,Emerging Mkt,-0.043235639967681205,GARCH
2023-02-10,EEM,Equity,Emerging Mkt,-0.06444818549381802,GARCH
2023-02-13,EEM,Equity,Emerging Mkt,-0.06799149149466076,GARCH
2023-02-14,EEM,Equity,Emerging Mkt,-0.05162563986208478,GARCH
2023-02-15,EEM,Equity,Emerging Mkt,-0.027457231750632433,GARCH
2023-02-16,EEM,Equity,Emerging Mkt,0.011696422115454056,GARCH
2023-02-17,EEM,Equity,Emerging Mkt,0.04949748034376544,GARCH
2023-02-21,EEM,Equity,Emerging Mkt,0.0733694426252473,GARCH
2023-02-22,EEM,Equity,Emerging Mkt,0.13972946371576989,GARCH
2023-02-23,EEM,Equity,Emerging Mkt,0.1816156422232955,GARCH
2023-02-24,EEM,Equity,Emerging Mkt,0.1968817431532721,GARCH
2023-02-27,EEM,Equity,Emerging Mkt,0.2880609523087367,GARCH
2023-02-28,EEM,Equity,Emerging Mkt,0.3734119901663435,GARCH
2023-03-01,EEM,Equity,Emerging Mkt,0.42420313062851245,GARCH
2023-03-02,EEM,Equity,Emerging Mkt,0.5564068194183914,GARCH
2023-03-03,EEM,Equity,Emerging Mkt,0.5958397192853212,GARCH
2023-03-06,EEM,Equity,Emerging Mkt,0.6428674405131843,GARCH
2023-03-07,EEM,Equity,Emerging Mkt,0.6476413350525397,GARCH
2023-03-08,EEM,Equity,Emerging Mkt,0.7192735215786689,GARCH
2023-03-09,EEM,Equity,Emerging Mkt,0.6880965520693837,GARCH
2023-03-10,EEM,Equity,Emerging Mkt,0.7016082124122146,GARCH
2023-03-13,EEM,Equity,Emerging Mkt,0.6908867317181575,GARCH
2023-03-14,EEM,Equity,Emerging Mkt,0.6745878974055569,GARCH
2023-03-15,EEM,Equity,Emerging Mkt,0.6434813142627912,GARCH
2023-03-16,EEM,Equity,Emerging Mkt,0.6345721022863696,GARCH
2023-03-17,EEM,Equity,Emerging Mkt,0.6374369453403314,GARCH
2023-03-20,EEM,Equity,Emerging Mkt,0.6396643747463219,GARCH
2023-03-21,EEM,Equity,Emerging Mkt,0.6163816963338087,GARCH
2023-03-22,EEM,Equity,Emerging Mkt,0.6068641984663744,GARCH
2023-03-23,EEM,Equity,Emerging Mkt,0.5770209509999329,GARCH
2023-03-24,EEM,Equity,Emerging Mkt,0.5353456078837128,GARCH
2023-03-27,EEM,Equity,Emerging Mkt,0.4872944723469375,GARCH
2023-03-28,EEM,Equity,Emerging Mkt,0.4838294388600525,GARCH
2023-03-29,EEM,Equity,Emerging Mkt,0.4309125697768575,GARCH
2023-03-30,EEM,Equity,Emerging Mkt,0.37950312350735466,GARCH
2023-03-31,EEM,Equity,Emerging Mkt,0.385731831067872,GARCH
2023-04-03,EEM,Equity,Emerging Mkt,0.3153998563485912,GARCH
2023-04-04,EEM,Equity,Emerging Mkt,0.26777156784598977,GARCH
2023-04-05,EEM,Equity,Emerging Mkt,0.21327710821087037,GARCH
2023-04-06,EEM,Equity,Emerging Mkt,0.20592540202119064,GARCH
2023-04-10,EEM,Equity,Emerging Mkt,0.1504357307005839,GARCH
2023-04-11,EEM,Equity,Emerging Mkt,0.14670979264165795,GARCH
2023-04-12,EEM,Equity,Emerging Mkt,0.08412201443897892,GARCH
2023-04-13,EEM,Equity,Emerging Mkt,0.03897105480898702,GARCH
2023-04-14,EEM,Equity,Emerging Mkt,0.034186881740160255,GARCH
2023-04-17,EEM,Equity,Emerging Mkt,0.0697601901762668,GARCH
2023-04-18,EEM,Equity,Emerging Mkt,0.08964416187816093,GARCH
2023-04-19,EEM,Equity,Emerging Mkt,0.09159460358832311,GARCH
2023-04-20,EEM,Equity,Emerging Mkt,0.11833799840955744,GARCH
2023-04-21,EEM,Equity,Emerging Mkt,0.1600812922782038,GARCH
2023-04-24,EEM,Equity,Emerging Mkt,0.21077368956774523,GARCH
2023-04-25,EEM,Equity,Emerging Mkt,0.2610071576433019,GARCH
2023-04-26,EEM,Equity,Emerging Mkt,0.34414694024948417,GARCH
2023-04-27,EEM,Equity,Emerging Mkt,0.4217903985447048,GARCH
2023-04-28,EEM,Equity,Emerging Mkt,0.5103126986329428,GARCH
2023-05-01,EEM,Equity,Emerging Mkt,0.569400848235326,GARCH
2023-05-02,EEM,Equity,Emerging Mkt,0.6335047892940379,GARCH
2023-05-03,EEM,Equity,Emerging Mkt,0.6772360426167795,GARCH
2023-05-04,EEM,Equity,Emerging Mkt,0.7175335896937183,GARCH
2023-05-05,EEM,Equity,Emerging Mkt,0.752253733348272,GARCH
2023-05-08,EEM,Equity,Emerging Mkt,0.8147579409354067,GARCH
2023-05-09,EEM,Equity,Emerging Mkt,0.8464399228003315,GARCH
2023-05-10,EEM,Equity,Emerging Mkt,0.8791009458876096,GARCH
2023-05-11,EEM,Equity,Emerging Mkt,0.8859976334221417,GARCH
2023-05-12,EEM,Equity,Emerging Mkt,0.8848159199950557,GARCH
2023-05-15,EEM,Equity,Emerging Mkt,0.8975745389667411,GARCH
2023-05-16,EEM,Equity,Emerging Mkt,0.927233639266929,GARCH
2023-05-17,EEM,Equity,Emerging Mkt,0.938715090252752,GARCH
2023-05-18,EEM,Equity,Emerging Mkt,0.930834369885531,GARCH
2023-05-19,EEM,Equity,Emerging Mkt,0.930851025374316,GARCH
2023-05-22,EEM,Equity,Emerging Mkt,0.9056429106957111,GARCH
2023-05-23,EEM,Equity,Emerging Mkt,0.8795637722196316,GARCH
2023-05-24,EEM,Equity,Emerging Mkt,0.8711863757731857,GARCH
2023-05-25,EEM,Equity,Emerging Mkt,0.8918429448439815,GARCH
2023-05-26,EEM,Equity,Emerging Mkt,0.8393941043779668,GARCH
2023-05-30,EEM,Equity,Emerging Mkt,0.8399636925634766,GARCH
2023-05-31,EEM,Equity,Emerging Mkt,0.8217544725493227,GARCH
2023-06-01,EEM,Equity,Emerging Mkt,0.7968617715660484,GARCH
2023-06-02,EEM,Equity,Emerging Mkt,0.7979880815916193,GARCH
2023-06-05,EEM,Equity,Emerging Mkt,0.8129269097070222,GARCH
2023-06-06,EEM,Equity,Emerging Mkt,0.8164617452655663,GARCH
2023-06-07,EEM,Equity,Emerging Mkt,0.8285770809569379,GARCH
2023-06-08,EEM,Equity,Emerging Mkt,0.805653821239735,GARCH
2023-06-09,EEM,Equity,Emerging Mkt,0.7874253992535415,GARCH
2023-06-12,EEM,Equity,Emerging Mkt,0.7609945977746874,GARCH
2023-06-13,EEM,Equity,Emerging Mkt,0.7264837660183184,GARCH
2023-06-14,EEM,Equity,Emerging Mkt,0.7095804792726834,GARCH
2023-06-15,EEM,Equity,Emerging Mkt,0.6944092279408639,GARCH
2023-06-16,EEM,Equity,Emerging Mkt,0.6482235126942215,GARCH
2023-06-20,EEM,Equity,Emerging Mkt,0.5830968708157912,GARCH
2023-06-21,EEM,Equity,Emerging Mkt,0.5827427296633002,GARCH
2023-06-22,EEM,Equity,Emerging Mkt,0.5699427449460526,GARCH
2023-06-23,EEM,Equity,Emerging Mkt,0.5507240467397493,GARCH
2023-06-26,EEM,Equity,Emerging Mkt,0.5726086113661062,GARCH
2023-06-27,EEM,Equity,Emerging Mkt,0.5505178456784611,GARCH
2023-06-28,EEM,Equity,Emerging Mkt,0.5128480297928387,GARCH
2023-06-29,EEM,Equity,Emerging Mkt,0.5090575357040974,GARCH
2023-06-30,EEM,Equity,Emerging Mkt,0.4682293279945544,GARCH
2023-07-03,EEM,Equity,Emerging Mkt,0.4215061304401714,GARCH
2023-07-05,EEM,Equity,Emerging Mkt,0.4140912351788433,GARCH
2023-07-06,EEM,Equity,Emerging Mkt,0.3794138659120892,GARCH
2023-07-07,EEM,Equity,Emerging Mkt,0.3737805696163904,GARCH
2023-07-10,EEM,Equity,Emerging Mkt,0.3939845351615045,GARCH
2023-07-11,EEM,Equity,Emerging Mkt,0.39230555973588843,GARCH
2023-07-12,EEM,Equity,Emerging Mkt,0.38271017866333285,GARCH
2023-07-13,EEM,Equity,Emerging Mkt,0.4256000867110285,GARCH
2023-07-14,EEM,Equity,Emerging Mkt,0.4757285297235184,GARCH
2023-07-17,EEM,Equity,Emerging Mkt,0.5274143633944965,GARCH
2023-07-18,EEM,Equity,Emerging Mkt,0.5503327151156725,GARCH
2023-07-19,EEM,Equity,Emerging Mkt,0.559754273116686,GARCH
2023-07-20,EEM,Equity,Emerging Mkt,0.5485863307312383,GARCH
2023-07-21,EEM,Equity,Emerging Mkt,0.5807259771104081,GARCH
2023-07-24,EEM,Equity,Emerging Mkt,0.54196523526338,GARCH
2023-07-25,EEM,Equity,Emerging Mkt,0.5295127106448977,GARCH
2023-07-26,EEM,Equity,Emerging Mkt,0.5434077048866003,GARCH
2023-07-27,EEM,Equity,Emerging Mkt,0.5094946979140991,GARCH
2023-07-28,EEM,Equity,Emerging Mkt,0.4826331232504209,GARCH
2023-07-31,EEM,Equity,Emerging Mkt,0.5256096688240244,GARCH
2023-08-01,EEM,Equity,Emerging Mkt,0.5291284187702201,GARCH
2023-08-02,EEM,Equity,Emerging Mkt,0.5135280797515221,GARCH
2023-08-03,EEM,Equity,Emerging Mkt,0.574657099762583,GARCH
2023-08-04,EEM,Equity,Emerging Mkt,0.5852530488048282,GARCH
2023-08-07,EEM,Equity,Emerging Mkt,0.6024663797952023,GARCH
2023-08-08,EEM,Equity,Emerging Mkt,0.5493758548398447,GARCH
